time                                       H2(g) --> 2H*                               H2O(g) --> H2O*                             CO(g) --> CO*                               CO2(g) --> CO2*                             CH4(g) --> H* + CH3*                        CH3COOH(g) --> CH3COOH*                     OH* --> H* + O*                            H* + OH* --> H2O*                          O* + C* --> CO*                             O* + CO* --> CO2*                           COOH* --> OH* + CO*                        COOH* --> H* + CO2*                        CCO* --> C* + CO*                          CCOO* --> C* + CO2*                        CCOO* --> O* + CCO*                         CCOOH* --> C* + COOH*                      CCOOH* --> OH* + CCO*                      CCOOH* --> H* + CCOO*                      CH* --> H* + C*                            CHCO* --> H* + CCO*                        CHCO* --> CO* + CH*                        CHCOO* --> H* + CCOO*                      CHCOO* --> CO2* + CH*                      CHCOO* --> O* + CHCO*                      CHCOOH* --> COOH* + CH*                    CHCOOH* --> H* + CCOOH*                    CHCOOH* --> OH* + CHCO*                    CHCOOH* --> H* + CHCOO*                     CH2* --> H* + CH*                          CH2CO* --> H* + CHCO*                      CH2CO* --> CO* + CH2*                      CH2COO* --> H* + CHCOO*                    CH2COO* --> CO2* + CH2*                    CH2COO* --> O* + CH2CO*                    CH2COOH* --> COOH* + CH2*                  CH2COOH* --> H* + CHCOOH*                  CH2COOH* --> OH* + CH2CO*                   CH2COOH* --> H* + CH2COO*                   CH3* --> H* + CH2*                          CH3CO* --> H* + CH2CO*                     CH3CO* --> CO* + CH3*                      CH3COO* --> H* + CH2COO*                   CH3COO* --> CO2* + CH3*                    CH3COO* --> O* + CH3CO*                    CH3COOH* --> H* + CH2COOH*                 CH3COOH* --> COOH* + CH3*                  CH3COOH* --> OH* + CH3CO*                   CH3COOH* --> H* + CH3COO*                
9.88011938841553565634551452602815795e-02  -1.79343601607540739167775004288496865e-11  -3.62111986755677682049596642221966564e-26  -4.74897941139742061800288448543196889e-23  -7.71242479045469799856131183413574434e-16  -1.99311510070191122133691646875313136e-23   6.87565924192272102489722428850778491e-07  1.12361179130331526668500467292876507e-20  3.62111986755677682049596741047897089e-26   3.55742577822513244965493448159704391e-47   1.82957496734663481403023618815673229e-53  7.09285099708806406445684939117873468e-22  3.84010096149487405871269749713306531e-21  2.64999813932757588388203599024153956e-27  3.24077537230310278408725733274221113e-17   3.89765545164972885759644074501089526e-29  6.46384660894880574397424881392088889e-31  7.30415867092355737542849425358646303e-25  1.2918824622002431793840859910078679e-19   1.57162090774004865545885106011991105e-26  8.4295487261996000975436888513009976e-26   7.24339337191768152522858616111022123e-18  3.22785672380815048516164233801455493e-17  7.38830873625510892949432211434341232e-16  2.70747241861686002686921343950936635e-26  3.11663815398869622354537434658013183e-21  3.11185816236360860691000340021972224e-14  8.40567549883053883671192027485227545e-32   8.96524193665620619772724363546696034e-29  1.57460831977258205701564092774310038e-21  7.24405057023246295458485432973808663e-18  1.30159369289967440953191705543196113e-22  7.71595379363911533883239770374684043e-16  1.04559420944750536560512999625788119e-23  1.05553129081515399448931740799075104e-17  1.43399301277770654973500691443740984e-21  3.11206009476564435926806658735823248e-14   3.02799328554992030360987828217978356e-19   1.70618582407568514495463575180647573e-20   2.70018798263867976995608512080260854e-32  5.95901672290116359650710961361291553e-21  1.87909475752048476374798359033785468e-23  1.20726274226531167305149175470891621e-14  1.14002428971671402994607244614779369e-24  1.56563802864521447412150631525450589e-19  9.68168126087316853535812944833553641e-14  1.77835089510241636533875150779689384e-28   1.56543211310752966517930486165053328e-17  6.87565827411164225999367447661609904e-07
9.94005969420776782817275726301406357e-02  -1.81526188724461251369535744414048954e-11  -3.66538570596113722365335825456394865e-26  -4.84837656663056903073306998204326767e-23  -7.80416005438554376603087032231900131e-16  -2.00526164719839213416978838863874489e-23   6.8756592163742013289614856546367067e-07   1.13048732522761331059566093164482077e-20  3.66538570596113722365335924888914252e-26   3.70137799207975476474001859710765435e-47   1.91016107092772611709842740947553809e-53  7.12808141464647449959296713320004816e-22  3.85917486568311370908419244457932898e-21  2.69812080617475168700011288981288689e-27  3.2793167801398359491885380894097012e-17    3.94400890448479586561249422905871571e-29  6.53758144553822964138645426249817205e-31  7.38747918256075018599920595911072369e-25  1.30661931287228551635667562981218289e-19  1.60041719313766623225485879890646594e-26  8.54743550704092307354698375674535509e-26  7.34469183458968341330559267062990287e-18  3.26625076413551908811094216547676391e-17  7.47618966735079536034100471145872532e-16  2.73967669969875860108048034530432518e-26  3.13211281819044432018625674767149876e-21  3.12730909690015946915128390050567728e-14  8.4474111766046141578393576490845526e-32    9.0097559329356937724719665398370305e-29   1.58367219167952588500751787954470935e-21  7.34535370753633822067032053817735115e-18  1.31979560019831128049706703059537393e-22  7.80770165840746429111312330862294898e-16  1.05802702575208745994396472831790785e-23  1.06808226568080247306166173781338411e-17  1.44111236579077738153195680252353206e-21  3.12751055666825184722049293378247857e-14   3.04302638050152629414554049109999212e-19   1.71465652927797743213232245944913387e-20   2.64346626681011684239652493527277018e-32  5.99534271061217388938334921554765797e-21  1.89054966529954247671031028703399342e-23  1.21458690905462404762673907452100781e-14  1.14694054044251749660317119699944436e-24  1.57513637269762132959850910235951609e-19  9.68168122495716001111254390477039034e-14  1.77835088850633990747409980012023836e-28   1.56543210730118801078437286622774129e-17  6.87565824856312604510679361157724027e-07
9.99999999999999999999999999999996919e-02  -1.83721975185108659090067240116559569e-11  -3.70992237885907218429636300050656549e-26  -4.94913315154107639764298591020413389e-23  -7.89641391936636810974051752907378446e-16  -2.01740885481213651249686261584741712e-23   6.87565919082540878998870059078172571e-07  1.13736347911033684567247604098287078e-20  3.7099223788590721842963640008980144e-26    3.84930336883663335686544138705779015e-47   1.99311485007241033323896197582262959e-53  7.16322895377650945583804456075934973e-22  3.87820389912295859953659309243886106e-21  2.7467959062141191220025892361879255e-27   3.3180759745358368950004210062077073e-17    3.99062428752868905643961247055211118e-29  6.61168211769218493687962769484731665e-31  7.4712130892713896210319574507462877e-25   1.32142928046347204563236612019113681e-19  1.62955102231753929712489785163085643e-26  8.66615838928135245952646448224894655e-26  7.44670874750490121206350954662662269e-18  3.30486185985213935922005753512541278e-17  7.56456742128221476653046966732364085e-16  2.77206304322332275829726236791866185e-26  3.14755107872558124073926186484863287e-21  3.14272368364063620769121109248067251e-14  8.4890486724937922564904783485221428e-32    9.05416521087235638392201044891260721e-29  1.5927329270876764747051122798104009e-21   7.44737529278696908872810505622055184e-18  1.33812659655197607008849079681828435e-22  7.89996802892074624121133910696700762e-16  1.07053010512705161684948008260472089e-23  1.08070417138052299897401791970777169e-17  1.44821497076890598575614890711591799e-21  3.14292467188663910550240396941032662e-14   3.0580241106104171916431471252129041e-19    1.72310730735476511425272838772831569e-20   2.58256469700489561165795607457977925e-32  6.03167079738357973769941721243866288e-21  1.90200523501707485319395526616247085e-23  1.22191107577434674420027108455790439e-14  1.15385679114188487106857762719234198e-24  1.58463471669023606863704556280364258e-19  9.68168118904113417121994416392843696e-14  1.77835088191026488514377396338584143e-28   1.56543210149484760975693564597470054e-17  6.87565822301433698653100345356038393e-07
1.00542018483502281012023313482267221e-01  -1.8571890973146793977463408937681123e-11   -3.75042846233101820723590959771345324e-26  -5.04141412290940373206310909586560247e-23  -7.98028225366076843517057798797798147e-16  -2.02839370406739239780664857351410076e-23   6.8756591677223257958095812060633832e-07   1.14358186988168259584448316240735779e-20  3.75042846233101820723591060359197269e-26   3.98648773875028998661876318852853663e-47   2.07016546668086049904123395236041592e-53  7.19494024433549817891470300532983161e-22  3.89537253235884778962928294813495593e-21  2.79128666991317912099033054788834496e-27  3.35331202025013203050177265519624007e-17   4.03300240692772050764588439960735692e-29  6.67900364917782927430735594910641908e-31  7.54728655369912061722630698084182257e-25  1.33488435003989849007752382268900807e-19  1.65618630714197026902684427944465396e-26  8.77423505849890499843609729146138032e-26  7.53957751840793131181168461919918325e-18  3.33996335577108728226941914755080624e-17  7.64491197811965437047167107184404809e-16  2.80150559293495373644726988490921954e-26  3.16147999600455149776421087276911195e-21  3.15663124166754608172471844551519863e-14  8.52661542003143393510859378156542085e-32   9.09423275281226792579481744223989068e-29  1.60092352160973984606921671234729735e-21  7.54024828673654556290902166138022207e-18  1.35481379575729240990742404248908992e-22  7.98384758945979120768011195135853956e-16  1.08189668210978683988542857225405592e-23  1.09217877363666592894313173674249029e-17  1.45462317959984084237459195105273933e-21  3.15683180449047741493322677319393419e-14   3.07155556657956134023433276352334779e-19   1.73073188317902262993322590931798434e-20   2.52389484841323266950601019951667848e-32  6.06452277821465967429165510512398729e-21  1.91236466187103040853486220974058902e-23  1.22853405450286546608415828289239207e-14  1.1601109062192149369679705984339187e-24   1.59322372521756680375264737093879792e-19  9.68168115656355745884098263744001994e-14  1.77835087594567429359319553348146422e-28   1.56543209624438528655415276610218864e-17  6.87565819991125713883304377651923989e-07
1.01084036967004562024046626964534364e-01  -1.87726637288926302146715656740384035e-11  -3.79115600527516572300660028261232246e-26  -5.13480669042218628473260218196140123e-23  -8.06457464440859749978858348721673758e-16  -2.0393790939136132595127010659542638e-23    6.87565914461901969956878245831709731e-07  1.14980076758869922039988029793776562e-20  3.79115600527516572300660129397847799e-26   4.12692093619581342473283541193272888e-47   2.1491521150470723952360809073439403e-53   7.22658376578294324964054977048348963e-22  3.91250447509743127385864635239852383e-21  2.83622915437186114162360332536584397e-27  3.38872614851156307750122060276595104e-17   4.0755947048275576718953511360064107e-29   6.7466243218473175203602347799320112e-31   7.62369804838868376860325371279893527e-25  1.34839920681000532321187710265657905e-19  1.683097599157644100871624625626071e-26    8.8829954019859687886098092948232848e-26   7.63303376105270921562604281725867957e-18  3.37524233636455998552230372163462741e-17  7.72566278351696873357456818619247541e-16  2.83109701383329467146852040085874792e-26  3.1753791462598036669410651561144754e-21   3.17050907835568546794437045110254167e-14  8.56410188492810875719896868700437553e-32   9.13421466729525641814055265924153432e-29  1.60911155143866482309961727822125474e-21  7.63370875055007029950254662061497673e-18  1.37160655018054336037726509674926583e-22  8.06815112852199534770485184654599004e-16  1.09332071271401870703959041512801182e-23  1.10371137554000698421525127774505768e-17  1.46101769367967599524892789046883063e-21  3.17070921666470039358878466680486461e-14   3.08505810496402561387998616674639136e-19   1.73834016473205014852845329280390799e-20   2.46180716244298178395097047626530984e-32  6.09737647543275214920731365727488683e-21  1.92272462998744959644662470288234281e-23  1.23515703317448119471364613074242385e-14  1.16636502127492839507648590122487556e-24  1.60181273369600594321694517863289379e-19  9.68168112408596658757849789446233637e-14  1.77835086998108487586900065832618441e-28   1.56543209099392398822120904135445094e-17  6.87565817680795418875790212367540908e-07
1.01626055450506843036069940446801508e-01  -1.89745157857483746206311942207275743e-11  -3.83210500769151473160843505520316518e-26  -5.22931085407942405565146516849146491e-23  -8.14929109160985530359453402679005277e-16  -2.05036502435079909761502009316749436e-23   6.87565912151549050170049338977651294e-07  1.15602017223138671933866744757417101e-20  3.83210500769151473160843607205773742e-26   4.27060296117320367120765805727059629e-47   2.23007479517104602182350284077309656e-53  7.2581595181188446680155848562206892e-22   3.92959972733870905222468330522972137e-21  2.88162335959016518390240756862049722e-27  3.42431835932013003599876484891720908e-17   4.11840118122820054918801267974883692e-29  6.81454413570064967503826418732525982e-31  7.70044757334007907516279764661793168e-25  1.36197385077379254503542596009396333e-19  1.71028489836456079265923889017521907e-26  8.99243941974254383004760049233443694e-26  7.72707747543923492350658414080474816e-18  3.41069880163255746897871125737714144e-17  7.8068198374741578558391610103696344e-16   2.86083730591834556336101391576735851e-26  3.1892485294913377482698247148845875e-21   3.18435719370505436635016710924247391e-14  8.60150806718381672276160306483798889e-32   9.17411095432132186095921609991697804e-29  1.61729701657445140579631397743217193e-21  7.72775668422754329850867993392554282e-18  1.38850485982172892149801395959883818e-22  8.15287864610735866128555879252952498e-16  1.10480219693974721831196561122659064e-23  1.11530197709054616479037654271571331e-17  1.4673985130084114443791567253643276e-21   3.18455690840930804146907765024280261e-14   3.09853172576381001258010733488188779e-19   1.74593215201384767003841053818615346e-20   2.39630163909414295499283690482546062e-32  6.13023188903785716244639286889157031e-21  1.93308513936633241692924274558752014e-23  1.24178001178919393008873462810780703e-14  1.17261913630902524539412353556524824e-24  1.61040174212555348702993898588577987e-19  9.68168109160836155743248993499521109e-14  1.77835086401649663197118933791951038e-28   1.56543208574346371475810447173170449e-17  6.8756581537044281363055784950279511e-07 
1.02168073934009124048093253929069037e-01  -1.91774471437140271953422945777485905e-11  -3.87327546958006523304141391548563889e-26  -5.32492661388111704481969805545566302e-23  -8.23443159526454184658842960669748916e-16  -2.06135149537894991211360565515429404e-23   6.8756590984117382016251221161576483e-07   1.16224008380974509266084461131649827e-20  3.87327546958006523304141493782965537e-26   4.41753381368246072604323112454177453e-47   2.31293350705278137880349975264781071e-53  7.28966750134320243403980826254122151e-22  3.94665828908268112472739380662828754e-21  2.92746928556809124782674327765220513e-27  3.4600886526758329059944053936497886e-17    4.16142183612964913952386903083511298e-29  6.88276309073782573834144417128558153e-31  7.77753512855330653690493878229860789e-25  1.37560828193126015554817039500096714e-19  1.73774820476272034438968707309175565e-26  9.10256711176863012274947088399539434e-26  7.82170866156750843545330858983738902e-18  3.44633275157507973263864175477796343e-17  7.88838313999122173726544954437492295e-16  2.89072646919010641212475042963493978e-26  3.20308814569915374175048954907945868e-21  3.19817558771565277694210841993519241e-14  8.63883396679855783179649691506645845e-32   9.21392161389046425425080776426652522e-29  1.62547991701709959415930680998032102e-21  7.82239208776896455992742160131157821e-18  1.40550872468084909326967063103767972e-22  8.23803014221588114842223278930843449e-16  1.11634113478697237370255416054976381e-23  1.12695057828828347066850753165421745e-17  1.47376563758604718976527845573927202e-21  3.19837487972430035857410572350753799e-14   3.11197642897891453633469626792986383e-19   1.75350784502441519446309764546460383e-20   2.32737827836671618263160948519731314e-32  6.16308901902997471400889273997315028e-21  1.9434461900076788699827163378562189e-23   1.2484029903470036722094237749888394e-14   1.17887325132150548792088350145496026e-24  1.61899075050620943519162879269750625e-19  9.68168105913074236840295875903804853e-14  1.77835085805190956189976157226164749e-28   1.56543208049300446616483905723340081e-17  6.87565813060067898147607289057842348e-07
1.02710092417511405060116567411336566e-01  -1.93814578027895879388048667451024835e-11  -3.91466739094081722730553686346042065e-26  -5.42165396982726525223730084285458282e-23  -8.3199961553726571287702702269409352e-16   -2.07233850699806570300845775191442021e-23   6.87565907530776280006968284771218786e-07  1.16846050232377434036641178916489514e-20  3.91466739094081722730553789129445489e-26   4.56771349372358458923955461374716769e-47   2.39772825069227846617607164296871655e-53  7.32110771545601654771321998944550418e-22  3.96368016032934749136677785659448335e-21  2.97376693230563933339661045246140581e-27  3.49603702857867168748814223696405576e-17   4.2046566695319034429029201892651757e-29   6.9512811869588457102697747318132255e-31   7.85496071402836615382967711984160113e-25  1.38930250028240815475011040737789117e-19  1.76548751835212275606296917437627815e-26  9.21337847806422766671542046980622072e-26  7.9169273194375297514662161643573826e-18   3.48214418619212677650209521383786315e-17  7.97035269106816037785343378820861474e-16  2.92076450364857721775972994246181037e-26  3.21689799488325164738305965869922469e-21  3.21196426038748069972019438318077161e-14  8.67607958377233208430365023769004249e-32   9.25364664600268359801532765229015253e-29  1.63366025276660938818859577586545601e-21  7.91761496117433408375877162277372437e-18  1.42261814475790387569223511106605473e-22  8.32360561684756280911487383688388006e-16  1.12793752625569417321135606309769449e-23  1.1386571791332189018496442445607163e-17   1.48011906741258323140729308159347073e-21  3.21216313060967734490386888659950865e-14   3.1253922146093391851437529658906803e-19    1.76106724376375272180251461463940943e-20   2.25503708026070146686728821738035084e-32  6.19594786540910480389481327052074388e-21  1.95380778191148895560704547968843858e-23  1.25502596884791042107571357138530637e-14  1.18512736631236912265676579889419005e-24  1.6275797588379737877020145990679627e-19   9.68168102665310902048990436659112897e-14  1.77835085208732366565471736135258952e-28   1.56543207524254624244141279786022522e-17  6.87565810749670672426938531032553317e-07
1.03252110901013686072139880893603709e-01  -1.95865477629750568510189107227879977e-11  -3.95628077177377071440080389912684136e-26  -5.51949292191786867790427353068737603e-23  -8.40598477193420115014005588751694239e-16  -2.08332605920814647029957638344781779e-23   6.87565905220356429650103183025556301e-07  1.17468142777347446245536898111908545e-20  3.95628077177377071440080493245178549e-26   4.72114200129657526079662852488560179e-47   2.48445902608953728394121851173503228e-53  7.35248016045728700903582003693264325e-22  3.9806653410787081521428354551284654e-21   3.02051629980280944061200909304762132e-27  3.53216348702864638047997537885957918e-17   4.24810568143496345932516615503870711e-29  7.02009842436370959082325586890783318e-31  7.93272432976525792593701265924675847e-25  1.40305650582723654264124599722449487e-19  1.79350283913276802767908519402815731e-26  9.32487351862933646194544924976634257e-26  8.01273344904929887154530686436396984e-18  3.51813310548369860056907163455603663e-17  8.05272849070497377760311374187065505e-16  2.95095140929375798026595245424765164e-26  3.23067807704363146516753504374364537e-21  3.22572321172053813468442499897908452e-14  8.7132449181051394802830630327083232e-32    9.29328605065797989225277576398735434e-29  1.64183802382298078788418087508756777e-21  8.0134253044436518700027299983109122e-18   1.43983312005289326876570739968371198e-22  8.40960507000240364336348193525499784e-16  1.13959137134591261683837131887012165e-23  1.15042177962535245833378668143509787e-17  1.48645880248801956930520060292716909e-21  3.22592166106543900045836713951850441e-14   3.13877908265508395900727742876338835e-19   1.76861034823186025205666144571053686e-20   2.17927804477609880769987310137526119e-32  6.22880842817524743210415446053388129e-21  1.96416991507776267380223017108382997e-23  1.26164894729191417668760401729738312e-14  1.19138148128161614960177042788268782e-24  1.63616876712084654456109640499730623e-19  9.6816809941754615136933267576546626e-14   1.77835084612273894323605670519230534e-28   1.56543206999208904358782569361199489e-17  6.87565808439251136468551575427080833e-07
1.03794129384515967084163194375871623e-01  -1.97927170242704339319844265108061925e-11  -3.99811561207892569432721502248507627e-26  -5.61844347015292732182061611895493173e-23  -8.49239744494917391069778658842868554e-16  -2.09431415200919221398696154975470498e-23   6.8756590290991426911776630052105949e-07   1.18090286015884545892771618717934955e-20  3.99811561207892569432721606130199766e-26   4.8778193364014327407144528579576166e-47    2.57312583324455783209894035894717614e-53  7.38378483634701381800760840500370233e-22  3.99761383133076310705556660222950287e-21  3.06771738805960156947293919941098484e-27  3.56846802802575698496990481933671327e-17   4.29176887183882918879060692815593767e-29  7.08921480295241738000188758256999101e-31  8.01082597576398185322694540051308581e-25  1.41687029856574531922157716454084506e-19  1.8217941671046561592380351320479746e-26   9.43705223346395650843955722387575988e-26  8.10912705040281579569058068985752491e-18  3.5542995094497952048395710169328773e-17   8.13551053890166193651448940536137229e-16  2.98128718612564869964341796499279815e-26  3.24442839218029319510391570421295043e-21  3.23945244171482508183480026732988153e-14  8.750329969796980019734735300121688e-32     9.33283982785635313696315209935936748e-29  1.650013230186213793246062107646839e-21    8.10982311757691791865929672792344105e-18  1.45715365056581727249008749689080482e-22  8.4960285016804036511680570844217331e-16   1.15130267005762770458359992786724921e-23  1.16224437976468414012093484227753775e-17  1.49278484281235620345900101974030967e-21  3.2396504710915853252376004822644727e-14    3.15213703311614885792526965654901702e-19   1.77613715842873778522553813867792764e-20   2.10010117191290820512936413718175175e-32  6.26167070732840259863691631001195696e-21  1.97453258950650002456827041204306854e-23  1.26827192567901493904509511272500395e-14  1.19763559622924656875589738842077473e-24  1.64475777535482770576887421048533304e-19  9.68168096169779984801322593222850928e-14  1.77835084015815539464377960378087588e-28   1.56543206474163286960407774448833351e-17  6.87565806128809290272446422241276487e-07
1.04336147868018248096186507858138382e-01  -1.99999655866757191817014141091558628e-11  -4.04017191185628216708477023353533247e-26  -5.71850561453244118398632860765627927e-23  -8.57923417441757541044346232967468673e-16  -2.10530278540120293407061325083464744e-23   6.87565900599449798401299099962022527e-07  1.18712479947988732978345340734548331e-20  4.04017191185628216708477127784474091e-26   5.03774549903815702899302761296337405e-47   2.66372867215734011064923718460478781e-53  7.41502174312519697462858509365797018e-22  4.01452563108551235610497129789841011e-21  3.11537019707601571997940077155139556e-27  3.6049506515700035009579305583950491e-17    4.33564624074350063129924250861677402e-29  7.15863032272496907780566987279905785e-31  8.08926565202453793569947534364116942e-25  1.43074387849793448449110390932694174e-19  1.85036150226778715073981898843523616e-26  9.54991462256808780619774439213506011e-26  8.20610812349808052390203764083692525e-18  3.59064339809041658931359336096826542e-17  8.2186988356582248545875607786796717e-16   3.01177183414424937589212647469661217e-26  3.25814894029323683719220164010697281e-21  3.25315195037034154117132018823344291e-14  8.78733473884785370265866703992987102e-32   9.37230797759780333214645665840468286e-29  1.65818587185630840427423947354317051e-21  8.20680840057413222972847181161195237e-18  1.47457973629667588686537540268720275e-22  8.58287591188156283252859928438475637e-16  1.16307142239083943644704189008895482e-23  1.17412497955121394721108872708783497e-17  1.49909718838559313386869433203276196e-21  3.25334956068811631924156891483757118e-14   3.16546606599253388189772964924695156e-19   1.78364767435438532130914469354159013e-20   2.01750646167112965915576132479958321e-32  6.29453470286857030349309881895653696e-21  1.98489580519770100790516620256562462e-23  1.27489490400921270814818685766796032e-14  1.20388971115526038011914668050816531e-24  1.65334678353991727132534801553249417e-19  9.68168092922012402344960189031280914e-14  1.77835083419357301987788605711838201e-28   1.56543205949117772049016895048966015e-17  6.87565803818345133838623071475191343e-07
1.0487816635152052910820982134040514e-01   -2.02082934501909126001698735178371375e-11  -4.08244967110584013267346953227743472e-26  -5.81967935505641026440141099679186726e-23  -8.66649496033940564937708311125494595e-16  -2.11629195938417863055053148668819167e-23   6.87565898288963017498606366784178405e-07  1.19334724573660007502258064161770286e-20  4.08244967110584013267347058208023827e-26   5.20092048920674812563235278990260424e-47   2.75626754282788411959210898870813754e-53  7.44619088079183647889875010289557077e-22  4.0314007403429558992910495421346651e-21   3.1634747268520518921313938094688846e-27   3.64161135766138592844405259603492877e-17   4.37973778814897778685107289642112281e-29  7.22834498368136468423460273959537706e-31  8.16804335854692617335460248863114948e-25  1.44467724562380403844982623158277822e-19  1.8792048446221610021844367631901232e-26   9.6634606859417303552200107545428951e-26   8.30367666833509305617967771730377454e-18  3.62716477140556275399113866666213257e-17  8.30229338097466253182232786182648384e-16  3.04240535334956000901207798335968463e-26  3.27183972138246239143239285142564988e-21  3.26682173768708751269398476168987375e-14  8.82425922525776052905485825213287985e-32   9.41169049988233047780268944112435841e-29  1.66635594883326462096871297277637831e-21  8.30438115343529480321025524937559089e-18  1.4921113772454691118915711170729449e-22   8.6701473006058811874451085351431508e-16   1.17489762834554781242869720553533636e-23  1.18606357898494187960424833586607503e-17  1.50539583920773036053428053980446333e-21  3.26701892985503198247027243723753711e-14   3.17876618128423903092465740685743252e-19   1.79114189600880286030748111030157028e-20   1.93149391405076316977906466422950383e-32  6.32740041479575054667270198736587773e-21  1.99525956215136562381291754265162872e-23  1.28151788228250748399687925212643121e-14  1.21014382605965758369151830414499719e-24  1.66193579167611524123051782013828848e-19  9.68168089674243404000245463190871827e-14  1.77835082822899181893837606520437568e-28   1.56543205424072359624609931161570968e-17  6.87565801507858667167081523128889683e-07
1.05420184835022810120233134822671898e-01  -2.04177006148160141873898047368511096e-11  -4.124948889827599591093312918711389e-26    -5.9219646917248345630658632863619812e-23   -8.75417980271466462749864893316993532e-16  -2.12728167395811930342671625731500323e-23   6.87565895978453926408956038067482025e-07  1.19957019892898369464509788999574404e-20  4.1249488898275995910933139740084798e-26    5.36734430690720603063242838877555008e-47   2.85074244525618985892755577125741835e-53  7.47729224934693233081810343271669987e-22  4.04823915910309373661380133493849752e-21  3.21203097738771008592891831316376683e-27  3.67845014629990426742827093225640362e-17   4.42404351405526065544609809156951302e-29  7.29835878582160419928868618295920693e-31  8.24715909533114656619232683548293679e-25  1.45867039994335398109774413130837914e-19  1.90832419416777771357188845631276119e-26  9.77769042358488415550635631110123431e-26  8.40183268491385339252350091925711056e-18  3.66386362939523369887220693401473534e-17  8.38629417485097496821879065480186344e-16  3.07318774374158059900327249098163169e-26  3.28550073544796985782448933816927397e-21  3.28046180366506299640279398769917405e-14  8.86110342902670049892330893673107912e-32   9.45098739470993457393185044751802073e-29  1.67452346111708244332948260534668978e-21  8.40254137616040563910464704121512636e-18  1.50974857341219694756867464004817485e-22  8.7578426678533587159175848366976143e-16   1.18678128792175283252856587420629595e-23  1.19806017806586793730041366861230072e-17  1.51168079527876788345575964305572698e-21  3.28065857859233231492371104946464198e-14   3.19203737899126430500605292938029953e-19   1.79861982339199040222054738895784719e-20   1.84206352905180873699927415547051087e-32  6.36026784310994332817572581524161842e-21  2.00562386036749387229152443230123505e-23  1.28814086049889926659117229610061861e-14  1.21639794094243817947301225933123469e-24  1.67052479976342161548438362430302332e-19  9.68168086426472989767178415701378438e-14  1.77835082226441179182524962803941697e-28   1.565432048990270496871868827866666e-17    6.87565799197349890257821777202257265e-07
1.05962203318525091132256448304940198e-01  -2.06281870805510239433612077661977342e-11  -4.16766956802156054234430039283741636e-26  -6.02536162453771407997968547636649057e-23  -8.8422887015433523448081597954198259e-16   -2.13827192912302495269916756271509692e-23   6.87565893667922525148074844818419478e-07  1.2057936590570381886510051524798209e-20   4.16766956802156054234430145362963874e-26   5.53701695213953074399325440958223856e-47   2.94715337944225732865557753225233426e-53  7.5083258487904845303866450831210834e-22   4.06504088736592586807322667631015795e-21  3.26103894868299030137197428263581324e-27  3.71546701748555851791058556705931968e-17   4.46856341846234923708431809406121343e-29  7.36867172914568762296792020288967233e-31  8.32661286237719911421264838419693917e-25  1.47272334145658431243485760850372405e-19  1.93771955090463728490217406780300873e-26  9.89260383549754920705678106180899643e-26  8.50057617323436153293350724669772447e-18  3.70073997205942942395679816302590265e-17  8.47070121728716216377694915760564629e-16  3.10411900532031114586570999756316279e-26  3.29913198248975923636849110033763626e-21  3.29407214830426799229774786626073731e-14  8.89786735015467361226401909372392189e-32   9.4901986620806156205339396775857943e-29   1.68268840870776187135654837125410265e-21  8.50128906874946473741164718713038773e-18  1.52749132479685939389668597161278166e-22  8.84596201362399541794602818904818791e-16  1.19872240111945449674664789610198041e-23  1.21011477679399212029958472532646498e-17  1.51795205659870570263313164178616663e-21  3.29426850690001731660188475151878946e-14   3.20527965911360970414191621681576642e-19   1.80608145650394794704834352951040416e-20   1.74921530667426636081638979852342476e-32  6.39313698781114864800217030258173359e-21  2.01598869984608575334098687151415226e-23  1.29476383865838805593106598959029755e-14  1.222652055803602167463628546066888e-24    1.67911380780183639408694542802649157e-19  9.68168083178701159645759046562937374e-14  1.77835081629983293853850674562314494e-28   1.56543204373981842236747749924233665e-17  6.87565796886818803110843833695359108e-07
