time                                       sum(surf)                                  <gas> H2(g)  <gas> H2O(g)  <gas> CO(g)  <gas> CO2(g)  <gas> CH4(g)  <gas> CH3COOH(g)  <Pd111> *                                  <Pd111> H*                                 <Pd111> O*                                 <Pd111> OH*                                <Pd111> H2O*                               <Pd111> C*                                  <Pd111> CO*                                <Pd111> CO2*                               <Pd111> COOH*                              <Pd111> CCO*                               <Pd111> CCOO*                              <Pd111> CCOOH*                             <Pd111> CH*                                <Pd111> CHCO*                              <Pd111> CHCOO*                             <Pd111> CHCOOH*                            <Pd111> CH2*                               <Pd111> CH2CO*                             <Pd111> CH2COO*                            <Pd111> CH2COOH*                           <Pd111> CH3*                                <Pd111> CH3CO*                             <Pd111> CH3COO*                            <Pd111> CH3COOH*                           <Pd111> co-H2O*
3.91164598481791489845921317657989095e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999919289699230165951546122916298e-01  2.68950854082983074047699099967540253e-08  2.35575487829286998230625628744101294e-20  6.14951044031373612046215920623959947e-19  7.57715308436671929063913710135617209e-53   6.82340246106916679434280980931150164e-20  8.46806193242023381763218310389328737e-21  3.50244877456810806161493246792721943e-46  1.32953419416705431559779979304246661e-25  1.72509225571398536930527279308254613e-27  2.86231248746989034770467284930962032e-26  2.7628046878581367729008550668878085e-16   1.56373350230064386191530732972310672e-18  6.000134127908057544546537385309942e-24    7.89454707827396147901469159809258591e-21  2.1544297899167975159956631972647717e-19   1.90045329058949501402082165172876907e-31  3.30587809347791803919456663248335457e-20  2.75498910554777617742288836591525456e-16  7.02148292174604223284298097904519378e-15   3.25608445175115612085689848702661876e-32  1.22701624499288592610464633389885876e-18  5.37903083794802607363847843614316341e-08  2.4899405030816329001218271604245757e-11   0.0000000000   
3.95648753567630904472877252324518752e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999918364755758365441940331819706e-01  2.72033982099248242495364747161190234e-08  2.43582665623748495513936599749108692e-20  6.22029271276609977217053030108000334e-19  7.75222638106617451154845666350512627e-53   7.05986620689376618496755038111551743e-20  8.81822998634486480706940853154540187e-21  3.58254786303784430444964497510960386e-46  1.343637896297301314721616487394799e-25    1.78501237545325371357000345035332755e-27  2.92776800580892131847051177304191142e-26  2.82490879163440506876055313871570526e-16  1.61798272811333685854493984145154753e-18  6.17517428666056454340527704408468866e-24  8.0750929223322282705836137040824479e-21   2.17726472701643747270045058993595356e-19  1.9214024643246682624447230289751064e-31   3.402309160979045466572322847342861e-20    2.81794288839327644495622405833044932e-16  7.09588802069552093959624048962804855e-15   3.02406882861609094203915084479620366e-32  1.24110931136426170290232114937869515e-18  5.44069389627070624036050250302469557e-08  2.4899404984755241035094805984167849e-11   0.0000000000   
4.00132908653470319099833186991044558e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999917439812347485915441706010518e-01  2.75117109523860510648088176407855344e-08  2.51768327431270112303546080037416208e-20  6.29108113737496294137370676095560722e-19  7.92930737029543853421446615111649152e-53   7.30170491236314604384953988154657922e-20  9.17856613354679317531389326886470814e-21  3.6635359982317940365197355560292862e-46   1.35771679519338449553056792950306225e-25  1.84629709554559311767345799876838979e-27  2.99394989668930861525220526491982516e-26  2.88766716027000612134171948248516243e-16  1.6734673598265832546957027471026065e-18   6.35311456864115775748588084676910832e-24  8.25764273781400181996687605339885591e-21  2.20005950587625524085305988263775415e-19  1.94233783195656466730597757805640333e-31  3.50033774387661078751293784989271978e-20  2.88159484710580263765044578228674421e-16  7.17016226864220026298534507432153291e-15   2.77555470677310356376334080289236363e-32  1.25520299065382082585074934548682398e-18  5.50235695441724455539081932087144228e-08  2.48994049386941561453679411079119893e-11  0.0000000000   
4.04617063739309733726789121657572289e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999916514868998190143055304641258e-01  2.78200236350191430520706706818537399e-08  2.60134409346095861847394241923061892e-20  6.36187570281119078258614797592730786e-19  8.10839637840058834123902238761171913e-53   7.54897805656838944892281564870587703e-20  9.54923484969114994535242796085529267e-21  3.74541263192087743986193812317778653e-46  1.37177093481731529529657762619636174e-25  1.90896146293117478509337388658224025e-27  3.06085770905078475552134816525839564e-26  2.95107863409844450720653089268792125e-16  1.73020112280206763564586080866746723e-18  6.5339651408568283157184870226584217e-24   8.44219528935186621056518745829448404e-21  2.22281419767389599593932801530728509e-19  1.96325952240658292677942900869771416e-31  3.59996944123530919005644018134698241e-20  2.94594455128803335910150318263442508e-16  7.24430589751001346802061782099921676e-15   2.51370376173218446415595800504337362e-32  1.26929728286050316634779967392211429e-18  5.56402001238763963241799073251571753e-08  2.4899404892633074365042877502789753e-11   0.0000000000   
4.09101218825149148353745056324101947e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999915589925711140895786186825933e-01  2.81283362571612554128057657504232705e-08  2.68682847462469757393421257720070428e-20  6.43267639774564845032231333605608221e-19  8.28949373172770091522398219641188881e-53   7.8017451186005794781214150206939327e-20   9.93040061044306614017180325252075125e-21  3.82817721587601469651298658904675449e-46  1.38580035913110515129156908430380606e-25  1.97302052455016991930748856204930665e-27  3.12849099183308225674953531437256142e-26  3.01514205345322480291716416381546981e-16  1.78819774240147458667367878813725986e-18  6.71773617031456734703323380104802797e-24  8.6287493415784055257792567310223405e-21   2.24552887358700491344509192788171146e-19  1.98416766459612173903992103062411749e-31  3.70120985211983586224285838291990081e-20  3.01099157054264721290534590422372302e-16  7.31831913922289381971238181753506409e-15   2.24167766900332412134349209497785417e-32  1.28339218798324859579134088638350365e-18  5.62568307018189008513057858079022108e-08  2.48994048465719957271248156961119978e-11  0.0000000000   
4.13585373910988562980700990990631604e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999914664982487000944639411680088e-01  2.8436648818149543348497834757593527e-08   2.77415577874635812189567299742468171e-20  6.50348321084920109909666223140293392e-19  8.47259975662285323877120240093779074e-53   8.06006557755079920937937533561160216e-20  1.03222278914676727827588097888646379e-20  3.91182920186812598850961486612779654e-46  1.39980511209676550078746581065447032e-25  2.0384893273427497237935394734240665e-27   3.19684929397593363640836155257723913e-26  3.07985625866785158503579609035952883e-16  1.84747094398648869305742144750312524e-18  6.90443782402136598036025941123324473e-24  8.81730365912620384900979268383509938e-21  2.26820360479322716885618856029813817e-19  2.00506238744657980226229735356068585e-31  3.80406457559488599211222099582561001e-20  3.07673547447232280265792359190502651e-16  7.39220222570477458307096015180251342e-15   1.96263810409651301345243271642449424e-32  1.29748770602099698557924173456984942e-18  5.68734612779999452721714470852729908e-08  2.48994048005109202646189562151899399e-11  0.0000000000   
4.18069528996827977607656925657163188e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999913740039326433060620038337759e-01  2.87449613173211620606306096144639105e-08  2.86334536676838039483772540304293169e-20  6.57429613079271388342365405202882658e-19  8.65771477943212229448253982461019898e-53   8.32399891251013172063073393155974135e-20  1.07248811684301008961002382148910078e-20  3.99636804166813149788855686691243278e-46  1.41378523767630778105619131207746152e-25  2.10538291824908540202926406896105705e-27  3.26593216441907141196942172018749277e-26  3.1452200900758294301246034668117335e-16   1.90803445291879454007535354875627369e-18  7.09408026898421534462970208250922645e-24  9.007857006627845263657504128985226e-21    2.29083846247020793765845485249370359e-19  2.02594381987935581462140168723247657e-31  3.90853921072515476770455656127804873e-20  3.14317583267973873195518589052855982e-16  7.46595538887958902310667591167537549e-15   1.67974674252174161860926951311187641e-32  1.31158383697268820710937097018003036e-18  5.74900918524195157236625095855934361e-08  2.4899404754449848010530499587334796e-11   0.0000000000   
4.2255368408266739223461286032369092e-02   1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999912815096230100014733125902165e-01  2.90532737540132667506878222321341891e-08  2.95441659963320452523977151719553401e-20  6.64511514624705195781774818799463021e-19  8.84483912650158506495985129085080774e-53   8.59360460256966008980952814663877188e-20  1.11385249169954815031828791756027885e-20  4.08179318704695140668654650389224806e-46  1.42774077983174342936966909540186114e-25  2.17371634420934815749239979691469731e-27  3.33573915210222810090431065751807967e-26  3.21123238801066291474576308766366428e-16  1.96990199456007671300573985388768035e-18  7.28667367221010656877170004417116836e-24  9.2004081487159138531230998787255615e-21   2.31343351779559239533772774440543912e-19  2.04681209081584847429207774136448621e-31  4.01463935657533737705989362049135614e-20  3.21031221476757360439308244494457458e-16  7.53957886067127040482985218502696839e-15   1.39616525978900041494049212876881116e-32  1.32568058083726213177959734491296532e-18  5.81067224250775983426645917371875365e-08  2.48994047083887789978646463398576029e-11  0.0000000000   
4.27037839168506806861568794990218651e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999911890153198664577983733519669e-01  2.93615861275630126201532045217037639e-08  3.0473888382832706455812130630229694e-20   6.71594024588308047679340402936126829e-19  9.03397312417731853280499362308021899e-53   8.86894212682046739484979531894959978e-20  1.15633236128289456269935233160040248e-20  4.16810408977550589694031768955871932e-46  1.44167178252508388299982266745676979e-25  2.24350465216370919366068410553939136e-27  3.40626980596513622068462320488409967e-26  3.27789199280585661546145174740687424e-16  2.03308729427201979712684512488857692e-18  7.48222820070603078171639152551467355e-24  9.39495585002299370080728874530894703e-21  2.33598884194702571737984417597054994e-19  2.06766732917745647944916922568183895e-31  4.12237061221012900821826071467971321e-20  3.27814419033850602356756290000337716e-16  7.61307287300375199325081205973144223e-15   1.11505533140827988057259020712394184e-32  1.339777937613658630987789610467516e-18    5.87233529959741792660633119683786389e-08  2.48994046623277132596265970000692183e-11  0.0000000000   
4.31521994254346221488524729656746383e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999910965210232789521376920308897e-01  2.96698984373075548705104883942726786e-08  3.14228144366101888834145176366556822e-20  6.78677141837166459486508096618994496e-19  9.22511709880539968061982364471965237e-53   9.15007096435363671368557278659339839e-20  1.19994417315956242905189612810989076e-20  4.25530020162471515068660433640362571e-46  1.45557828971834057921857553507131358e-25  2.31476288905233971401185444308989924e-27  3.47752367494752828878195420260059088e-26  3.34519774479491510883384624053327229e-16  2.09760407741630837771693412375020581e-18  7.68075402147897911239391475583493726e-24  9.59149887518166889011077954098805672e-21  2.3585045061021530792706410871262078e-19   2.08850966388557852826751984990961643e-31  4.23173857669422484921968638505735099e-20  3.34667132899521459307457690055539367e-16  7.68643765780096705337987862366200563e-15   8.39578632889570493632053391905357279e-33  1.35387590730081757613181651854261229e-18  5.93399835651092446307442887074944063e-08  2.48994046162666508288215520952808586e-11  0.0000000000   
4.36006149340185636115480664323274114e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999910040267333137615917745357663e-01  2.99782106825840487032434057609406097e-08  3.23911377670888938599988934226349378e-20  6.85760865238366946654723838854140327e-19  9.4182713767319054910061981791901474e-53    9.43705059426025112425089788767050578e-20  1.24470437489606485167459837158904375e-20  4.34338097436549934996214035691848735e-46  1.46946034537352495529785120507456126e-25  2.38750610181541092202364825782041842e-27  3.54950030798913682266789849098240023e-26  3.41314848431134297142512336153416517e-16  2.16346606935462704005427161246365975e-18  7.88226130153594268973440796442715475e-24  9.79003598882452350443428107801560642e-21  2.38098058143861965649595541780949758e-19  2.10933922386161331892197332377286079e-31  4.34274884909232008810419917283822073e-20  3.41589320034037791651007409145078679e-16  7.75967344698684885022737496469278681e-15   5.72896839742862732245371326842114836e-33  1.36797448989767883860954682083712992e-18  5.9956614132482780573593140382856808e-08   2.48994045702055917384547121528041887e-11  0.0000000000   
4.40490304426025050742436598989801846e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999909115324500371632611267833898e-01  3.02865228627296493198356885328068663e-08  3.33790519836932227103592752195715999e-20  6.92845193658996024635433568647678722e-19  9.61343628430291294656597404991289799e-53   9.72994049563139370447980796028229574e-20  1.29062941405891493286613812653829933e-20  4.43234585976877867680365966359478114e-46  1.48331799345264844850957318429562937e-25  2.46174933739309402117380299798567534e-27  3.62219925402969433981405091034457779e-26  3.48174305168864477979745990490148915e-16  2.23068699544866036941712235302003147e-18  8.08676020788391264266800938058705143e-24  9.99056595558414162717850216864460433e-21  2.40341713913407062454162410795754092e-19  2.13015613802695954958737335699660506e-31  4.45540702846910991291182761923659108e-20  3.48580937397667459747000411753994499e-16  7.83278047248533064880362417069689584e-15   3.18171627478147074539033655662436268e-33  1.38207368540318228981884926904994865e-18  6.05732446980947732314954854227901094e-08  2.48994045241445360215312776999492589e-11  0.0000000000   
4.44974459511864465369392533656329578e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999990819038173515434246254683466e-01   3.05948349770815119217710686209705738e-08  3.43867506958475767592896802588678027e-20  6.99930125966140208880083225005687328e-19  9.81061214786449902990100808030866052e-53   1.00288001475581475323063403425288892e-19  1.33773573821462577492519445745795967e-20  4.52219430960547331324789616892435103e-46  1.49715127791772249612566497956358984e-25  2.53750764272556021494005611183994836e-27  3.69562006200893335769200630100196652e-26  3.55098028726032511051303266512668783e-16  2.29928058106009295108375110741048853e-18  8.29426090752988010012485723360953708e-24  1.0193087540093107341744151625127474e-20   2.4258142503661511588934840975074461e-19   2.15096053530301591843856365930596734e-31  4.56971871388928951168260026546644671e-20  3.55641941950678323955031662367305834e-16  7.90575896622034571411894932954875655e-15   7.85646716054139986395300220952839837e-34  1.39617349381626780115759261487995526e-18  6.11898752619452087413369422556207796e-08  2.48994044780834837110564492640284517e-11  0.0000000000   
4.49458614597703879996348468322857309e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999907265439038148516476641484739e-01  3.09031470249767917105332779365321433e-08  3.54144275129763573315841257719266829e-20  7.07015661026886014840118746934277204e-19  1.00097992937627407236131570937987061e-52   1.03336890291315956856645323725114093e-19  1.38603979492971048015044642884844176e-20  4.61292577564650344133158378539852281e-46  1.51096024273075853541805009770754808e-25  2.61479606475298070680014504763784443e-27  3.76976228086658639377335950326964036e-26  3.62085903135988854013401843670145114e-16  2.36926055155060937033242263762621187e-18  8.50477356748083619103508975279009242e-24  1.03975995069840047315319382597169731e-20  2.44817198631250643503737232639636815e-19  2.17175254461118112365038794042592595e-31  4.68568950441755407245654565274207297e-20  3.62772290653338244634696125470051188e-16  7.97860916011582731118367352912143522e-15  -1.42762352365346017326649930130941745e-33  1.41027391513587524402364561002607393e-18  6.18065058240340732400031293096716145e-08  2.48994044320224348400354273723519969e-11  0.0000000000   
4.60669002312302416563738304989176638e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999904953082598409805695007626976e-01  3.16739268496160535329280798657129616e-08  3.80724376685485865914440059066811214e-20  7.24732126067239999568421730776935617e-19  1.0516560213489883431964308368020044e-52    1.11227237651048699407993141737197924e-19  1.51214473038387575418922485377145286e-20  4.84361363269806126481605859044583533e-46  1.54537663106865515472800050045436705e-25  2.81483639255709610994047703382595855e-27  3.95827070050414305102856341655940419e-26  3.7983526049750670744533887617162286e-16   2.55037599185470025199894286011331489e-18  9.04436221592446565093808554448268864e-24  1.09175783254297070751910470320122366e-20  2.50389466610644836140266283785978313e-19  2.22367975985686501242138088995567793e-31  4.98294647821773367896192232968950625e-20  3.80901228752289012977408708421604697e-16  8.16017531026536987489632019216180457e-15  -6.5906367625359908839232147017168507e-33   1.44552764989396789309535452847408566e-18  6.33480822215492687875203082024118354e-08  2.48994043168698279267532421313930129e-11  0.0000000000   
4.71879390026900953131128141655495967e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999902640726599492887455030045617e-01  3.24447062443996088685153931469620505e-08  4.0859764738711360710595602495399844e-20   7.42452330189019993043216241288065148e-19  1.10358812758793867104084118926425473e-52   1.19508098580760313332768174155217424e-19  1.6461053003427035422462624132830706e-20   5.07980772920702023252069183271501756e-46  1.57964211307676739391758320295317893e-25  3.02481036008658624163069583902957361e-27  4.15127755299755080171202956835807519e-26  3.97982681429896248390138348024794066e-16  2.740471987707159074379906774652529e-18    9.60303980742950663440623975784567618e-24  1.14499686156036644073465756503845906e-20  2.55937301757925256261208789017105196e-19  2.27553283171140556040931262311901531e-31  5.29071835175754407722625581524605823e-20  3.99462577709238634271745560335264347e-16  8.34094534470340078265336993097487192e-15  -1.15160217047781145813035923275897242e-32  1.4807852152946287484518729296586605e-18   6.48896586080543398817435197236216248e-08  2.48994042017172432321477262154379898e-11  0.0000000000   
4.83089777741499489698517978321815296e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999990032837105175280614301115769e-01   3.32154851989714133899260882680371173e-08  4.37793316743147662652053860178221457e-20  7.60176257342618968960908874811715226e-19  1.15677666546078269872913830669354659e-52   1.28188450563257603694720361043121409e-19  1.78820319157776182504193363294213576e-20  5.32149978870609309968973032447495691e-46  1.61375731155438518153519256052898818e-25  3.24493616367932730077153070461617128e-27  4.34877603329369794675241748789231285e-26  4.16526523060916326267096227312788202e-16  2.93975608689791410204077804280110713e-18  1.01808390295505439266805846154900958e-23  1.19947517269565865937590137750171173e-20  2.61460804908769446334983772424260037e-19  2.32731283658618001100478127002918947e-31  5.60902312402493341878841082800637524e-20  4.18455687746136100682100767118077591e-16  8.52092254904171949395497298928182969e-15  -1.61932836525048781103245965893639023e-32  1.51604661132129491552276881011899209e-18  6.64312349835490709904834634435490004e-08  2.48994040865646812718875510064914006e-11  0.0000000000   
4.94300165456098026265907814988134625e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999898016015965544606145253380221e-01  3.39862637029754227697910357166984409e-08  4.68340614262088898314398269536914976e-20  7.77903891478429901017906227691911228e-19  1.21122205233517806909591372901672264e-52   1.37277271081347375557599642464864042e-19  1.93872009086061858329661303830763533e-20  5.5686815347279926215674208779944976e-46   1.64772284930079844612922292850685663e-25  3.47543199967319548626371087195352196e-27  4.55075933633947278707838670438926654e-26  4.35465142518325790495508482118771684e-16  3.14843583721689359954702032611635833e-18  1.07777925698421623130021523400276407e-23  1.25519090089391835001888510660929408e-20  2.6696007689885494883001025809868274e-19   2.37902085089256560759838496079968274e-31  5.9378787940078498551872520865651036e-20   4.37879909084930404372868414677076831e-16  8.70011020889212546830127961080316969e-15  -2.06119279078413283159031918974791995e-32  1.55131183795740349973761016639427943e-18  6.79728113480332465815508389324412456e-08  2.48994039714121425616413878865577179e-11  0.0000000000   
5.05510553170696562833297651654453955e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999989570366135122333184805911252e-01   3.47570417460555926807411059807060244e-08  5.00268769452438179854653957827463595e-20  7.95635216546845762910614896272683875e-19  1.26692470557878242497575899616065123e-52   1.46783537617836433985155958484392802e-19  2.09793768496284179773067515493828063e-20  5.82134469080543155339801030554235429e-46  1.68153934911529711624806866221180309e-25  3.7165160644060669970079655824090874e-27   4.75722065708176362361859674707580682e-26  4.54796896929883490494671080525882536e-16  3.36671878645402583146409728615552749e-18  1.13939331158589465786119751540695556e-23  1.31214218110021649923965771837951641e-20  2.72435218563859306214707270131617218e-19  2.43065795104193959358072182554377081e-31  6.27730336069424153796164430951693974e-20  4.57734591947570537508442588919294467e-16  8.87851160986641816519244003926012813e-15  -2.47614597729125120429563426623714232e-32  1.58658089518639160652596499502373221e-18  6.95143877015066511227563457605445414e-08  2.48994038562596276170779082376415041e-11  0.0000000000   
5.16720940885295099400687488320773284e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999989339130721914402763773076776e-01   3.55278193178558787954071695478180344e-08  5.33607011822696373034485629847281978e-20  8.13370216498259528335441476898090617e-19  1.32388504255925340920326564805228311e-52   1.56716227655531584041139249165660514e-19  2.26613766065599944906449450839309621e-20  6.07948098047112265042574541938750074e-46  1.7152074337971711204401241169688655e-25   3.9684065542158180319050240773504837e-27   4.96815319046745875730170714517884408e-26  4.745201434233482756838799906172752e-16    3.59481248239923906235747258447592369e-18  1.20292933551554815087510852802277937e-23  1.37032714825962409361426817883070156e-20  2.7788633073946006095749383261430805e-19   2.48222521344567921234238999437486309e-31  6.62731482307205661865045221545641304e-20  4.7801908655600549225321737575177111e-16   9.05613003757639704412860451837352524e-15  -2.86313845498434761364010132944811286e-32  1.62185378299169634131740129254654674e-18  7.10559640439690690819106834981111302e-08  2.48994037411071369538657834417473218e-11  0.0000000000   
5.27931328599893635968077324987094539e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999891078953579661737900570760274e-01  3.62985964080202367864200969057948415e-08  5.68384570881364343615557990393784792e-20  8.31108875283064170988792565912175539e-19  1.38210348064424866461302522461843774e-52   1.67084318677239630789299454572622343e-19  2.44360170471165951801844562423089782e-20  6.34308212725777866789487303179865163e-46  1.7487277261457103872537836481030786e-25   4.23132166544032478985561559814532692e-27  5.1835501314434464890563774279253843e-26   4.94633239126478995482431180476104122e-16  3.83292447284246155679260988263483458e-18  1.26839059752863518886605149411137577e-23  1.42974393731721211971876545398114838e-20  2.8331351426133475552678896963799848e-19   2.533723714515161707273987597406293e-31    6.98793118012924324879254052297852063e-20  4.98732743132184260771586861081547373e-16  9.23296877763386156460992329186433449e-15  -3.22112075407592674411541682042438571e-32  1.65713050135675480954148705550191401e-18  7.25975403754202849268245517153857239e-08  2.48994036259546710876736848808791057e-11  0.0000000000   
5.39141716314492172535467161653415794e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999888766600443131507022881502851e-01  3.70693730061926223264107585423949794e-08  6.0463067613694295735953574426437835e-20   8.48851176851652664567074759658953994e-19  1.44158043720142583403962926578606844e-52   1.77896788165767379293386514769229443e-19  2.63061150390138998531290302801068912e-20  6.61213985469811236104963995504483469e-46  1.78210084896020484523744161093945165e-25  4.50547959441746346976046938616121325e-27  5.40340467495661511981126712454241356e-26  5.1513454116703449930962061818551827e-16   4.08126230557362157933497284218944092e-18  1.33578036638061425035812963593386974e-23  1.49039068321805156412919850984923921e-20  2.88716869965160932391011705293933088e-19  2.58515453066176432176611276475151551e-31  7.35917043085374957992677395067772507e-20  5.19874911898055835227945130815662498e-16  9.4090311156506111861365466034534637e-15   -3.54904340477849328021327718020990245e-32  1.69241105026500411662779028042905707e-18  7.41391166958600831253086499826178096e-08  2.48994035108022305341702839370415077e-11  0.0000000000   
5.50352104029090709102856998319735123e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999886454247819908379390965402118e-01  3.78401491020169910880100249453782678e-08  6.42374557097933080028083596256472306e-20  8.6659710515441798276669465448249479e-19   1.50231632959844256031766931148201013e-52   1.89162613603921634617150369819429629e-19  2.82744874499675883166824124529120652e-20  6.88664588632483648513429300139477539e-46  1.81532742503994442293949236080305921e-25  4.79109853748511027052031468276577867e-27  5.62771001595385295049503576425668692e-26  5.36022406672773636584744271828666615e-16  4.34003352838264739455002512469705178e-18  1.40510191082694381387544617575142908e-23  1.55226552090721341342161631245320606e-20  2.94096498686616134018581063673353113e-19  2.63651873829686429920936362652380938e-31  7.74105057423352376359201721714862256e-20  5.41444943075569207786686270861139306e-16  9.58432033723844536820862469686182066e-15  -3.84585693730455190642537884984827039e-32  1.72769542969988136800587896386715086e-18  7.56806930052882481451736778700535686e-08  2.48994033956498158090242519922391605e-11  0.0000000000   
5.61562491743689245670246834986054452e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999884141895720347399391124877028e-01  3.86109246851372987438487666025030569e-08  6.8164544327283557738286625116746295e-20   8.84346644141753099284058846726798581e-19  1.56431157520295648628173690163311315e-52   2.00890772474509201824340959787173386e-19  3.03439511476933403780483480163134509e-20  7.1665919456706637953930789831171776e-46   1.84840807718421904890833025301886116e-25  5.08839669098114139103588072932647996e-27  5.85645934938204828203634287629518247e-26  5.57295192771455256727098109488676231e-16  4.60944568905946726700323039171487997e-18  1.47635849962308235794210433582519455e-23  1.61536658532976865417206782781135612e-20  2.99452501261377902877916068867501299e-19  2.68781741383183888299433831283659917e-31  8.13358960925651395132713504098594296e-20  5.63442186886673370612204367125011567e-16  9.75883972800916357032630781581018179e-15  -4.11051188186660730724341827038327539e-32  1.76298363964482366910532110235538902e-18  7.72222693037045644542303349479437738e-08  2.48994032804974274279042604284764387e-11  0.0000000000   
5.72772879458287782237636671652373781e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999881829544154803611409662309557e-01  3.9381699745197500966557854001531003e-08   7.22472564170151315185548413794779983e-20  9.0209977776405098781557393273594353e-19   1.62756659138262525476642357616636556e-52   2.13090242260336885978708224736418887e-19  3.25173229999068358444305822259005004e-20  7.45196975626830704707024471248109066e-46  1.8813434281923186516923496429119703e-25   5.39759225124343303020789676721110246e-27  6.08964587018808941536384798988506951e-26  5.78951256590838209155978099248728931e-16  4.88970633539400946126005230480045907e-18  1.54955340152448836108220733841633958e-23  1.67969201143078827295660202194208008e-20  3.04784978525123781437435744967629073e-19  2.73905163367806531651163495380322821e-31  8.53680553491066829467099214078441609e-20  5.8586599355331731586889350551434042e-16   9.93259257357456525198974620401982712e-15  -4.34195876867716416715909188285903753e-32  1.79827568008326812535568469243299193e-18  7.87638455911088165202893207865340554e-08  2.4899403165345065906478980627757958e-11   0.0000000000   
5.83983267172886318805026508318695036e-02  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999879517193133632059832880137146e-01  4.01524742718415534287681576302192623e-08  7.64885149298381159197794788935813012e-20  9.19856489971704622057646508853955012e-19  1.69208179550510650860632087500857525e-52   2.257700004442114921440021047311096e-19    3.47974198743237545230328603372619975e-20  7.74277104165047899541003700175535877e-46  1.91413410086353315983994488580736562e-25  5.71890341460986138693709203778713283e-27  6.3272627733188646514062106342530075e-26   6.00988955258681343290680209191962737e-16  5.18102301517620224188595452551068118e-18  1.6246898852866203018198584057860294e-23   1.74523993415534325635126786086365173e-20  3.10094031313531312165559116064972832e-19  2.79022247424692084315185167953708537e-31  8.95071635018393494516245323513863818e-20  6.08715713297450035721147771936137737e-16  1.01055821595464498726990901052112156e-14  -4.53914812794872717066409612831900841e-32  1.83357155099865184218653773063914256e-18  8.0305421867500788811161334956073717e-08   2.48994030501927317604170839720876727e-11  0.0000000000   
