time                                       sum(surf)                                  <gas> H2(g)  <gas> H2O(g)  <gas> CO(g)  <gas> CO2(g)  <gas> CH4(g)  <gas> CH3COOH(g)  <Pd111> *                                  <Pd111> H*                                 <Pd111> O*                                 <Pd111> OH*                                <Pd111> H2O*                               <Pd111> C*                                  <Pd111> CO*                                <Pd111> CO2*                               <Pd111> COOH*                              <Pd111> CCO*                               <Pd111> CCOO*                              <Pd111> CCOOH*                             <Pd111> CH*                                <Pd111> CHCO*                              <Pd111> CHCOO*                             <Pd111> CHCOOH*                            <Pd111> CH2*                               <Pd111> CH2CO*                             <Pd111> CH2COO*                            <Pd111> CH2COOH*                           <Pd111> CH3*                                <Pd111> CH3CO*                             <Pd111> CH3COO*                            <Pd111> CH3COOH*                           <Pd111> co-H2O*
1.22690240386873483657836914062499765e-10  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999999989526561259438749251586378e-01   8.43574090563115331638508420935994555e-17  1.27741573319560449381623334652089324e-38  1.92062742482181197543911514985705704e-27  7.42269976553654625270280846412634989e-70   5.17780317107872073179612487486572563e-54  1.43094188470963360639340165709441743e-42  5.58080254949558646498868072464539984e-63  4.39006361556829147544615765454392716e-38  1.84467419354004327279656741403271834e-58  3.66435302098700398091106476609784665e-51  1.49586010208135208135504352783446196e-38  1.67796800872398943174309330511106211e-41  1.07666889739776112119390062626235011e-46  1.01764412572871823732158480535186232e-43  5.71994578999617750116642492131704633e-33  1.14762176402685252593411141694798046e-40  5.65581492742724390190581313323942031e-38  2.75899744862648217936958440334658674e-33  2.37568942001047770873879043382461668e-23  -1.00291453954603936011762301790582111e-33  3.84125484961261125427643364606024278e-27  1.68714794355728853110074840688473268e-16  1.04734134333385332787663254538068966e-10  0.0000000000   
1.2593170329928398132324218749999986e-10   9.99999999999999999999999999999999904e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999897826115303895721973096366e-01  8.65861364909108281871475223453149056e-17  1.34580580958063024247372209614253314e-38  1.97137050810627446002905172864372986e-27  7.82009537119125689339694462722471837e-70   7.36715690615330292742405386176728298e-54  1.50755212525240192603986599822387413e-42  5.72850572862131949949353705027491092e-63  4.50676387391689770477143351643872469e-38  2.07107710765220846209171327784590023e-58  4.11098409423381825410347464166000745e-51  1.61758133628821926438608990519202873e-38  1.80857904296265048778534439942829343e-41  1.16427952148636489262478560439606261e-46  1.10045204516481625893688471615456215e-43  6.02617847876209060286576325457838593e-33  1.20475570956043254620599464622314851e-40  5.95861502486772110129486465509465938e-38  2.90670820245817448792249697959654388e-33  2.43845526647716673449942988462616783e-23  -1.1191718669520004253745867301311102e-33   3.94274101617987587078036039903311346e-27  1.73172248597268977912869354600719255e-16  1.02173624937694799380313791883024842e-10  0.0000000000   
1.29173166211694478988647460937499956e-10  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.999999999007347329062914985669809e-01    8.88148648265593470216726779881499889e-17  1.41597918858878448685720063906539864e-38  2.02211361190562765762191040867437946e-27  8.22785326192405570643729288701007979e-70   9.92647345452836815771530383899904177e-54  1.58616006818391673274174237315253955e-42  5.87622225898800683798103655932794962e-63  4.62350096346723793532339941960509936e-38  2.31801876720461333127362566419237509e-58  4.59778988987788370766597044345225695e-51  1.74573281753157978043716660480181597e-38  1.94546144181052337670118224241854525e-41  1.25651839187871082521477454583226395e-46  1.18763452489109871220771796357321582e-43  6.3403962595984306738500913053261862e-33   1.26306832304175151164686745714015828e-40  6.26931077339822483886071257569694227e-38  3.05827058164679853265167383856422425e-33  2.5012211383185770851097090710361616e-23   -1.24323262657822069598774592634941496e-33  4.04422722377687861883582605692273278e-27  1.77629704640907296585408269156813133e-16  9.92650006491140156886440922446365036e-11  0.0000000000   
1.32414629124104976654052734375000051e-10  9.99999999999999999999999999999998844e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.999999999039529382374566183919354e-01    9.10435939635346358583056729047149685e-17  1.48793587022777143854652546632844155e-38  2.07285673394941682339032993850426349e-27  8.64597343592830459251385066799338007e-70   1.28808789027404139215892656254033769e-53  1.66676571631928614713412705496026937e-42  6.02395213449979393888585298989089335e-63  4.74027487909032299794137255857721859e-38  2.58649009823594824069817650402919136e-58  5.12669415504325816697412343447528637e-51  1.88048005822322979693131459486082186e-38  2.08874409503326013470793976723010587e-41  1.35350463715810129306230828864580861e-46  1.27930416529251850234880061007839805e-43  6.66259912919485788733833728198704608e-33  1.32254518494335111434425148804506256e-40  6.58790217303287880903738225291917419e-38  3.21368458619234217586952188363798222e-33  2.5639870327263060232329782095481813e-23   -1.37529864982101792486887721520968786e-33  4.14571346786271000878810342105268198e-27  1.8208716228719892959388134546960163e-16   9.60467886317614847855903196093923106e-11  0.0000000000   
1.35656092036515474319458007812500506e-10  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999907442204133272877542396372e-01  9.32723238021142408879258709776264152e-17  1.5616758545052953091215530689706934e-38   2.12359987196718721250694906668851511e-27  9.07445589139736545231661539468606518e-70   1.62554993373259377179653300398226632e-53  1.74936907247361828985211631672691926e-42  6.17169534906082626064266008005044911e-63  4.85708561565716372346467012788927876e-38  2.87748202678490355072123772831382952e-58  5.69962063685399945740350487772830445e-51  2.02198857077496548129157484356593225e-38  2.23855589239651279802294990701154657e-41  1.45535738590783867026582767091173459e-46  1.37557356675402853457484871814071671e-43  6.99278708424103241654942939298703272e-33  1.38317187573777304638566837728392545e-40  6.91438922378580670625889904463399952e-38  3.37295021609479327988844801820595372e-33  2.62675294689195081153258751665596936e-23  -1.51557176807670986492975720536077689e-33  4.24719974389646055098246529274648257e-27  1.86544621336698997404478344651960724e-16  9.25575160497557097440886379638010721e-11  0.0000000000   
1.38897554948925971984863281249999525e-10  1.0000000000                               1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.9999999991116400342962207211277567e-01   9.55010542425757083014126360894935017e-17  1.6371991414290603101621399380309285e-38   2.17434302368848408014440654178230732e-27  9.51330062652460018653558449159836664e-70   2.00754608448214370457628879010906536e-53  1.83397013946202128153080643153222112e-42  6.31945189657524926168613156789294939e-63  4.97393316803877094273260932207550524e-38  3.19198547889016962169868126800267038e-58  6.31849308243416540432968603621104704e-51  2.17042386759858300094098831911394607e-38  2.3950257236659334028635455949108231e-41   1.56219576671122533092377353070489638e-46  1.47655532966058171410057835023053647e-43  7.33096012142661443470229584675215634e-33  1.44493397589755899985863976320283653e-40  7.24877192567113222495928830871391775e-38  3.53606747135413970702085914565608479e-33  2.68951887800710871267188720885302347e-23  -1.6642538127416142690821625054511692e-33   4.34868604733722075576418447332758511e-27  1.91002081589962620483389027816739026e-16  8.88357100672151936370752112943586826e-11  0.0000000000   
1.42139017861336469650268554687501414e-10  9.99999999999999999999999999999999326e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999915079808962385998197505179e-01  9.77297851851965842896453321229364874e-17  1.71450573100677065324814256454845003e-38  2.22508618684285268147534111234088561e-27  9.96250763950337069586075538324230192e-70   2.43658895117634094039013300280534548e-53  1.9205689200996032428052936724561898e-42   6.46722177094720840045094119150529595e-63  5.09081753110615548658450733567023932e-38  3.53099138059043681398637905405394058e-58  6.98523523890781383312823817292496309e-51  2.3259514611058785233025959897020299e-38   2.55828247860717398544705976407682512e-41  1.67413890815156364913458670610042912e-46  1.58236205439713094614070556881877473e-43  7.67711823744126411501586485170964257e-33  1.50781706589525066685068728414794199e-40  7.59105027870297905957257540303244262e-38  3.70303635197036931957916216937715707e-33  2.75228482326337698931422750263320837e-23  -1.82154661521204889023786972412988372e-33  4.45017237364408113347853376411983347e-27  1.95459542847544919296803156076805672e-16  8.491989784825843953748620358755727e-11    0.0000000000   
1.45380480773746967315673828125000433e-10  9.99999999999999999999999999999999807e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999919151093567446451891010621e-01  9.99585165302544150435033229605633155e-17  1.79359562324613054995941743956187113e-38  2.27582935915983827167239152691936481e-27  1.04220769285270388809821254941281383e-69   2.91519114246883522913000472395461064e-53  2.00916541720147229431067431257847759e-42  6.61500496608084913537176268897356658e-63  5.20773869973032818585968136320738037e-38  3.89549065792439548794020301742354966e-58  7.70177085339900256917473255086840478e-51  2.48873686370864821579943882352664763e-38  2.72845504698588658199082534765742349e-41  1.79130593881215599899670803517304696e-46  1.69310634134862913590994643637564139e-43  8.03126142897464163070906461628455203e-33  1.57180672620338973944933257846519555e-40  7.94122428289547090453278568546111734e-38  3.87385685794346997987576399275662284e-33  2.81505077985235290412295861448992388e-23  -1.98765200688433148130865547004555954e-33  4.55165871827613219447078596644646661e-27  1.99917004910001014310910490545010639e-16  8.08486065570039505182577788299076161e-11  0.0000000000   
1.48621943686157464981079101562499453e-10  9.99999999999999999999999999999993548e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999923339330080685229287716175e-01  1.0218724817802674675386597248499014e-16   1.87446881815484421187582105411028306e-38  2.32657253836898610590819653407291136e-27  1.08920084917889666425896922487667144e-69   3.44586526701327632068784303544057072e-53  2.09975963358273655668204462497900208e-42  6.7628014758803169248832697983844683e-63   5.3246966687822998713974485992214073e-38   4.28647423693073600391602508906897809e-58  8.47002367303178943784474043304249162e-51  2.65894558781868824585455778878501653e-38  2.90567231856772322871217527880125317e-41  1.91381598727630475460857835599776092e-46  1.80890079090002918862301701537183278e-43  8.39338969271640715500082334890407239e-33  1.63688853729451790974209728450070378e-40  8.29929393826273145427394451387339769e-38  4.04852898927342955022307151918286493e-33  2.87781674496563371976143076091684309e-23  -2.16277181915477979520629635184696869e-33  4.65314507669246444908621388163102722e-27  2.04374467577886025991900792334216736e-16  7.66603633575702296523261010079007727e-11  0.0000000000   
1.51863406598567962646484374999999907e-10  9.99999999999999999999999999999990274e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999927605991337984126482046023e-01  1.04415980028791125611612644578822851e-16  1.95712531574061585057720989923261774e-38  2.37731572219984143935539488235666062e-27  1.13723023274825158813734530716688692e-69   4.03112393346331396495558701914719296e-53  2.19235157205850415055450088273739787e-42  6.91061129424975722742013625782440848e-63  5.44169143313308137403712623824648029e-38  4.70493304364814872226971719994743142e-58  9.29191744493023226451383308244504868e-51  2.8367431458477947808909938536736512e-38   3.09006318311833596182844249065631945e-41  2.0417881821273122900686385066493661e-46   1.92985800343628400949463336827775777e-43  8.76350302535622086111006925799366309e-33  1.70304807964117686981650304060048267e-40  8.66525924481888440323007724614131952e-38  4.22705274596023589293349165204392907e-33  2.94058271579481669889299415840767167e-23  -2.34710788341971158484256897818254137e-33  4.75463144435216840767009031099710649e-27  2.08831930651755074805963822557273768e-16  7.23936954140757800126273341080442929e-11  0.0000000000   
1.55104869510978460311889648437499644e-10  9.99999999999999999999999999999993067e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999931912550175224939568432049e-01  1.06644711982825097807622703124687866e-16  2.0415651160111496776434404659679302e-38   2.4280589083819495271866253203259897e-27   1.18629584338010484980234053873469415e-69   4.67347975047259791182517575695975723e-53  2.28694123544388319656313935893384783e-42  7.0584344150933155014170358053803638e-63   5.55872298765368352461803147481681747e-38  5.15185800411532400335715128101642937e-58  1.01693759162183888745575817620793698e-50  3.02229505020776398833178798639006597e-38  3.2817565304033768175569599163714766e-41   2.17534165194848097947532932520324055e-46  2.05609057934234650373951155756437799e-43  9.1416014235837429222557305519806827e-33   1.77027093371590831176007148511077463e-40  9.03912020257805344583520924013880225e-38  4.40942812800387687031943129472833579e-33  3.00334868953149910418099902345601744e-23  -2.54086203107544460312924995770173327e-33  4.85611781671433458056768805586845493e-27  2.13289393932163281219289342327061992e-16  6.80871298906391046720976421168209775e-11  0.0000000000   
1.5834633242338895797729492187499938e-10   9.99999999999999999999999999999993163e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999936220479428289464641293811e-01  1.08873443940406209532775512005190392e-16  2.12778821897414990465436924535504367e-38  2.47880209464485562457452659653579779e-27  1.23639768089379263932295466203105555e-69   5.37544532669477791118854833076012027e-53  2.383528626553981815343056326647907e-42    7.20627083231513720530864217913817235e-63  5.67579132721511715397948150346640514e-38  5.62824004437095220753419926323203858e-58  1.11043228340203170933515577349426211e-50  3.21576681331039203559998115513053633e-38  3.48088125018849783211506048909456011e-41  2.31459552532311319692709164973392569e-46  2.18771111900316957657236764570172648e-43  9.52768488408863351165673543929032481e-33  1.83854267999125392766032425637747112e-40  9.42087681155436227652336585373709932e-38  4.59565513540434034469329735062383646e-33  3.0661146633672781982887955725554556e-23   -2.74423609351829660297811589905263275e-33  4.95760418923805347812427991756821632e-27  2.17746857219665765698067112756424157e-16  6.37791939513787067036731890207437609e-11  0.0000000000   
1.61587795335799455642700195312499476e-10  9.99999999999999999999999999999990563e-01  1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999940491251933059497795052408e-01  1.11102175801812006977950435102941793e-16  2.21579462463732074318985272843302046e-38  2.52954527871810498669173745954150182e-27  1.28753574510865114676818741950713003e-69   6.13953327078350371293764382243394801e-53  2.48211374820390812752934805895951947e-42  7.35412053981936779752962911718475087e-63  5.79289644668839309296079351872986711e-38  6.13507009045372369515673307755228933e-58  1.2098681945460074746271332264036054e-50   3.41732394756747509011861432809233755e-38  3.68756623223935104172007714197419786e-41  2.45966893083451131652236631831657287e-46  2.32483222280370613320791769516074274e-43  9.92175340356055280253201212834953017e-33  1.90784889893975540960478299274675229e-40  9.8105290717619345897285724448098114e-38   4.78573376816161417836749672311875219e-33  3.12888063449375124387973402219966328e-23  -2.95743190214458533730094341088435369e-33  5.05909055738241561068513869742013929e-27  2.22204320314817648708486894958226963e-16  5.95084147604130891802901388063065646e-11  0.0000000000   
1.64829258248209953308105468749999571e-10  9.9999999999999999999999999999999037e-01   1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999944686340525416835124141266e-01  1.13330907467320036334026836300562327e-16  2.30558433300836640482974740624074898e-38  2.58028845833124286871089665789820509e-27  1.33971003584401656220703855361399073e-69   6.9682561913924250669644013138649246e-53   2.58269660320877025375711082894854094e-42  7.5019835315101527365146703576067165e-63   5.91003834094452217240128471514113173e-38  6.67333906840232882658062465493383736e-58  1.31543769976617196586924766123606561e-50  3.62713196539080931931072847347235368e-38  3.90194036632158848258934280815890453e-41  2.61068099706597771235959416902610674e-46  2.46756649112890907886087776841196831e-43  1.03238069786891609681004888275844039e-32  1.97817517103395444968096933256466244e-40  1.02080769832148940798848543712295539e-37  4.97966402627568623365443631560127591e-33  3.1916466001025155036171645888823992e-23   -3.18065128835062855900950910184578207e-33  5.16057691660651148859553719674789658e-27  2.26661783018174050716738450045321458e-16  5.53133194818607551748846554600090496e-11  0.0000000000   
1.68070721160620450973510742187499667e-10  9.999999999999999999999999999999974e-01    1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999948767218041243272722986105e-01  1.15559638837207843791884079480659939e-16  2.3971573440949911011539097698171394e-38   2.63103163121381452580464294016093125e-27  1.39292055291922507570850780680273939e-69   7.86412669717519172316075988693526709e-53  2.68527719438367631466144090969459273e-42  7.64985980129163748069843963849017697e-63  6.02721700485451522314027228723424326e-38  7.24403790425545796216174592633333838e-58  1.4273331737749309655990562042913396e-50   3.84535637919219089059936455946697614e-38  4.12413254220086219094019042079645902e-41  2.76775085260081475853721603993719286e-46  2.61602652436373131874596392792554678e-43  1.07338456061641181815810937454207474e-32  2.04950707674639273997640491417717228e-40  1.06135205459273644414262369908684785e-37  5.17744590974654437286652303145939163e-33  3.25441255738516824016443748909698978e-23  -3.41409608353274402101558958058508219e-33  5.26206326236943162220074821687465063e-27  2.31119245130290092189011539130573227e-16  5.1232435279840207760392902968353209e-11   0.0000000000   
1.71312184073030948638916015624999762e-10  9.999999999999999999999999999999948e-01    1.0e-13      1.0e-13       1.0e-13      1.0e-13       1.0e-13       0.0010000000      9.99999999952695357316420606686003403e-01  1.17788369811752975542401528525851125e-16  2.49051365790489904374219631020133371e-38  2.68177479509536521314561505488509226e-27  1.44716729615361287734159492152447774e-69   8.82965739678545343141865862353151652e-53  2.78985552454373443087743457427780469e-42  7.7977493430679674885156106979221689e-63   6.14443243328938307601707342954394142e-38  7.84815752405180146225596882270908777e-58  1.54574699128469025635411598186971722e-50  4.07216270138341597140756355427372649e-38  4.35427164964282420298995291303579342e-41  2.93099762602232482915367276912512832e-46  2.7703249228931257580778922361725061e-43   1.11518692826750846161927550902858432e-32  2.12183019654961197257861137593053552e-40  1.10268597599134693687867456615997803e-37  5.3790794185741764583161637740814632e-33   3.31717850353330671618490293933739763e-23  -3.6579681190872494762309614557516338e-33   5.36354959013026652184604455912428636e-27  2.35576706451720893591495923326842512e-16  4.73042893184699500097510453178317086e-11  0.0000000000   
